MMS ID - 001,034$d,034$e,034$f,034$g,Cartographer - 110,Title - 245$a,Coordinates - 255$c,Publisher details - 260,Description - 300 ,Aperture card reproduction note - 533,Photocopy or reprint note - 534
9919658253607636,E1442400,E1442400,S0370700,S0370700,Victoria.Department of Crown Lands and Survey.,"Metcalfe, County of Dalhousie",(E 144°2̊4ʹ/S 37°0̊7ʹ).,"Melbourne :Dept. of Lands and Survey,1915.",1 map :mounted on linenon sheet 50 x 44 cm.,,
9919658353607636,E1442400,E1442400,S0370700,S0370700,Victoria.Division of Survey and Mapping.,"Parish of Metcalfe, County of Dalhousie",(E 144°2̊4ʹ/S 37°0̊7ʹ).,"[Melbourne] :Division of Survey and Mapping,c1982.",1 map ; on sheet 50 x 71 cm.,,
9919659833607636,E1420700,E1420700,S0341400,S0341400,Victoria.Department of Crown Lands and Survey.,"Mildura, County of Karkarooc",(E 142°07'/S 34°14').,"Melbourne :Dept. of Lands and Survey,1971.","1 map :col.,on sheet 75 x 98 cm.",,
9919660443607636,E1444100,E1444100,S0361100,S0361100,Victoria.Department of Crown Lands and Survey.,"Millewa, Counties of Gunbower and Bendigo",(E 144°41'/S 36°11').,"Melbourne :Dept. of Lands and Survey,1962.",1 map ;on sheet 67 x 97 cm.,,
9919661003607636,E1442300,E1442300,S0361900,S0361900,Victoria.Department of Crown Lands and Survey.,"Milloo, County of Bendigo",(E 144°2̊3'/S 36°1̊9'),"Melbourne :The Department,1889.",1 map ;on sheet cm.,,
9919661573607636,E1423900,E1423900,S0353800,S0353800,Victoria.Department of Crown Lands and Survey.,"Minapre, County of Karkarooc",(E 142°39'/S 35°38').,"Melbourne :A. J. Mullet, Govt. Printer,1933.",1 map ;on sheet 62 x 98 cm.,,
9919661783607636,E1423900,E1423900,S0353800,S0353800,Victoria.Department of Crown Lands and Survey.,"Minapre, County of Karkarooc",(E 142°39'/S 35°38').,"Melbourne :A. J. Mullet, Govt. Printer,1918.",1 map ;on sheet 62 x 98 cm.,,
9919662043607636,E1441200,E1441200,S0355900,S0355900,Victoria.Department of Crown Lands and Survey.,"Mincha, County of Gunbower",(E 144°12'/S 35°59').,"Melbourne :H. J. Green, Govt. Printer,1928.",1 map ;on sheet 53 x 41 cm.,,
9919662463607636,E1440500,E1440500,S0353900,S0353900,Victoria.Department of Crown Lands and Survey.,"Mincha West, County of Gunbower",(E 144°05'/S 35°59').,"Melbourne :A. C. Brooks, Govt. printer,1963.",1 map ;49 x 72 cm,,
9919664233607636,E1421800,E1421800,S0380100,S0380100,Victoria.Department of Crown Lands and Survey.,"Minhamite, County of Villiers",(E142°18ʹ/S 38°01ʹ).,"Melbourne :Dept. of Lands and Survey,1880.",1 map ;22 x 43 cm.,,
9919664443607636,E1411300,E1411300,S0364000,S0364000,Victoria.Department of Crown Lands and Survey.,"Minimay, County of Lowan",(E 141°13'/S 36°40').,"Melbourne :Dept. of Lands and Survey,1940.",1 map on 2 sheets ;sheets  71 x 99 and 46 x 102 cm.,,
9919664543607636,E1425700,E1425700,S0373500,S0373500,Victoria.Department of Crown Lands and Survey.,"Mininera, County of Ripon",(E 142°57'/S 37°35').,"Melbourne :Dept. of Lands and Survey,1879.",1 map ;on sheet 79 x 48 cm.,,
9919664773607636,E1422500,E1422500,S0380500,S0380500,Victoria.Department of Crown Lands and Survey.,"Minjah, County of Villiers",(E 142°25ʹ/S 38°05ʹ).,"Melbourne :Dept. of Lands and Survey,1969.",1 map ;on sheet 77 x 103 cm.,,
9919664913607636,E1412000,E1412000,S0361600,S0361600,Victoria.Department of Crown Lands and Survey.,"Mirampiram, County of Lowan",(E 141°20'/S 36°16').,"Melbourne :H. J. Green, Govt. Printer,1935.",1 map on 2 sheets ;sheets 77 x 102 cm.,,
9919664983607636,E1461400,E1461400,S0383200,S0383200,Victoria.Department of Crown Lands and Survey.,"Mirboo South, County of Buln Buln",(E 146°14ʹ/S 38°32ʹ).,"Melbourne :Dept. of Lands and Survey,1915.",1 map ;55 x 36 cm.,,
9919665063607636,E1435600,E1435600,S0381200,S0381200,Victoria.Department of Crown Lands and Survey.,"Mirnee, County of Grenville",(E 143°56'/S 38°12').,"Melbourne :W. M. Houston, Govt. Printer1954.",1 map ;on sheet 96 x 69 cm.,,
9919665113607636,E1435600,E1435600,S0381200,S0381200,Victoria.Department of Crown Lands and Survey.,"Country lands, Parish of Mirnee, County of Grenville",(E 143°56'/S 38°12').,Melbourne :Dept. of Lands and Survey1864.,1 map ;on sheet 32 x 46 cm.,,
9919665833607636,,,,,Victoria.Division of Survey and Mapping.,"Parish of Mitchell, County of Dalhousie",(E 145°04' '/S 36°51').,"[Melbourne] :Division of Survey and Mapping,c1976.",1 map ;on sheet 72 x 50 cm.,,
9919666123607636,,,,,Victoria.Division of Survey and Mapping.,"Parish of Mitta Mitta, County of Benambra",,"[Melbourne] :Division of Survey and Mapping,c1981.",1 map ;on sheet 71 x 50 cm.,,
9919666423607636,E1425700,E1425700,S0352400,S0352400,Victoria.Department of Crown Lands and Survey.,"Moah, County of Karkarooc",(E142°57'/S 35°24').,"Melbourne :H. J. Green, Govt. Printer,1929.",1 map ;on sheet 72 x 100 cm.,,
9919666563607636,E1441400,E1441400,S0370900,S0370900,Victoria.Department of Crown Lands and Survey,"Fryers, County of Talbot",(E 144°14'/S 37°09' ).,"Melbourne :H. J Green, Govt. Printer,1928.",1 map ;on sheet 41 x 66 cm.,,
9919666613607636,,,,,Victoria.Department of Crown Lands and Survey.,"Country lands, Parish of Moallaack, County of Ripon",,"Melbourne :Dept. of Lands and Survey,1866.",1 map ;38 x 27 cm.,,
9919666633607636,E1441400,E1441400,S0370900,S0370900,Victoria.Department of Crown Lands and Survey,"Fryers, County of Talbot",(E 144°14'/S 37°09' ).,"Melbourne :H. J Green, Govt. Printer,1930.",1 map ;on sheet 42 x 34 cm.,,
9919666913607636,E1420900,E1420900,S0370200,S0370200,Victoria.Department of Crown Lands and Survey.,"Mockinya, County of Lowan",(E142°09'/S 37°02').,"Melbourne :H. E. Dow, Govt. Printer,1941.",1 map on 2 sheets;sheets 71 x 80 cm.,,
9919668473607636,E1440700,E1440700,S0381300,S0381300,Victoria.Department of Crown Lands and Survey.,"Modewarre, County of Grant",(E 144°07'/S 38°13').,"Melbourne :Dept. of Lands and Survey,1927.",1 map ;on sheet 49 x 34 cm.,,
9919668953607636,,,,,Victoria.Division of Survey and Mapping.,"Parish of Modewarre, County of Grant",,"[Melbourne] :Division of Survey and Mapping,c1981.",1 map ;on sheet 50 x 71 cm.,,
9919669493607636,E1441400,E1441400,S0370900,S0370900,Victoria.Department of Crown Lands and Survey,"Fryers, County of Talbot",(E 144°14'/S 37°09' ).,"Melbourne :Department of Lands and Survey,1920.",1 map on 2 sheets ;sheets 64 x 102 cm.,,
9919669563607636,E1453400,E1453400,S0363900,S0363900,Victoria.Department of Crown Lands and Survey.,"Moglonemby, County of Moira",(E 145°34'/S 36°39').,"Melbourne :Dept. of Lands and Survey,1902.",1 map ;on sheet 68 x 93 cm.,,
9919669763607636,E1450000,E1450000,S0360400,S0360400,Victoria.Department of Crown Lands and Survey.,"Moira, County of Moira",(E 145°00'/S 36°04').,"Melbourne :T. Rider, Govt. Printer,1940.",1 map on 2 sheets ;sheets 90 x 69 and 53 x 71 cm.,,
9919669883607636,,,,,Victoria.Department of Crown Lands and Survey.,"Country lands, Parish of Moira,",,"Melbourne :Dept. of Lands and Survey,1872.",1 map ;on sheet 35 x 21 cm.,,
9919670113607636,E1424600,E1424600,S0370700,S0370700,Victoria.Division of Survey and Mapping.,"Parish of Mokepilly, County of Borung",(E 142°46ʹ/S 37°07ʹ).,"[Melbourne] :Division of Survey and Mapping,c1976.",1 map ;on sheet 50 x 70 cm.,,
9919672503607636,E1460400,E1460400,S0362200,S03602200,Victoria.Department of Crown Lands and Survey.,"Mokoan, County of Moira",(E 146°04'/S 36°22').,"Melbourne :H. J. Green, Govt. Printer,1932.",1 map ;100 x 77 cm.,,
9919673163607636,E1453500,E1453500,S0370800,S0370800,Victoria.Division of Survey and Mapping.,"Parish of  Molesworth, County of Anglesey",(E 145°35' /S 37°08'),"[Melbourne] :Division of Survey and Mapping,c1976.",1 map ;on sheet 50 x 71 cm.,,
9919755403607636,,,,,Victoria.Department of Crown Lands and Survey.,[Map of part of Parish of Moliagul],,"Melbourne :J. J. Gourley, Govt. Printer,1946.",1 map ;on sheet 84 x 67 cm.,,
9919755893607636,,,,,Victoria.Department of Crown Lands and Survey.,"Township of Mitiamo, County of Bendigo",,"[Melbourne] :[Department of Lands and Survey?],[1996?].",1 map :photocopy ;on sheet 42 x 31 cm.,,"Photocopy. Originally published :Melbourne : Department of Lands and Survey, 1874.Scale [1:10 560]"
9919756383607636,E1450400,E1450400,S0370600,S0370600,Victoria.Department of Crown Lands and Survey.,"Lowry, County of Dalhousie",(E145°04ʹ/S 37°06ʹ).,"Melbourne :Dept. of Lands and Survey,1904.",1 map ;108 x 78 cm.,,
9921157193607636,,,,,Victoria.Department of Crown Lands and Survey.,"At Bendigo, Parish of Sandhurst, County of Bendigo",,1961.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921157203607636,,,,,Victoria.Department of Crown Lands and Survey.,"At Bendigo, Parish of Sandhurst, County of Bendigo",,[1961?].,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921157213607636,,,,,Victoria.Department of Crown Lands and Survey.,"At Bendigo, Parish of Sandhurst, County of Bendigo",,1961.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921157223607636,,,,,Victoria.Department of Crown Lands and Survey.,"At Bendigo, Parish of Sandhurst, County of Bendigo",,1961.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921157233607636,,,,,Victoria.Department of Crown Lands and Survey.,"At Bendigo, Parish of Sandhurst, County of Bendigo",,1961.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921157243607636,,,,,Victoria.Department of Crown Lands and Survey.,"At Bendigo, Parish of Sandhurst, County of Bendigo",,1961.,,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9921157253607636,,,,,Victoria.Department of Crown Lands and Survey.,"At Bendigo, Parish of Sandhurst, County of Bendigo",,[1961?].,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921157263607636,,,,,Victoria.Department of Crown Lands and Survey.,"At Bendigo, Parish of Sandhurst, County of Bendigo",,[1961?].,,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9921157273607636,,,,,Victoria.Department of Crown Lands and Survey.,"At Bendigo, Parish of Sandhurst, County of Bendigo",,1961.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921157283607636,,,,,Victoria.Department of Crown Lands and Survey.,"At Bendigo, Parish of Sandhurst, County of Bendigo",,1961.,,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9921157293607636,,,,,Victoria.Department of Crown Lands and Survey.,"At Bendigo, Parish of Sandhurst, County of Bendigo",,1961.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921157303607636,,,,,Victoria.Department of Crown Lands and Survey.,"At Bendigo, Parish of Sandhurst, County of Bendigo",,1961.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921157313607636,,,,,Victoria.Department of Crown Lands and Survey.,"At Bendigo, Parish of Sandhurst, County of Bendigo",,1961.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921157323607636,,,,,Victoria.Department of Crown Lands and Survey.,"At Bendigo, Parish of Sandhurst, County of Bendigo",,[1961?].,,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9921157333607636,,,,,Victoria.Department of Crown Lands and Survey.,"At Eaglehawk, Parish of Sandhurst",,1976.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921157343607636,,,,,Victoria.Department of Crown Lands and Survey.,"At Eaglehawk, Parish of Sandhurst, County of Bendigo",,1975.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921157353607636,,,,,Victoria.Department of Crown Lands and Survey.,"At Eaglehawk, Parish of Sandhurst",,1976.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921157363607636,,,,,Victoria.Department of Crown Lands and Survey.,"At Eaglehawk, Parish of Sandhurst",,1976.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921157373607636,,,,,Victoria.Department of Crown Lands and Survey.,"At Eaglehawk, Parish of Sandhurst",,1976.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921157383607636,,,,,Victoria.Department of Crown Lands and Survey.,"At Eaglehawk, Sheet 1, Parish of Sandhurst, Schedule of allotments",,1976.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921157393607636,,,,,Victoria.Department of Crown Lands and Survey.,"At Eaglehawk, Sheet 2,  Parish of Sandhurst, Schedule of allotments",,1976.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921157403607636,,,,,Victoria.Department of Crown Lands and Survey.,"At Eaglehawk, Sheet 3,  Parish of Sandhurst, Schedule of allotments",,1976.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921157413607636,,,,,Victoria.Department of Crown Lands and Survey.,"At Eaglehawk, Sheet 4,  Parish of Sandhurst, Schedule of allotments",,1976.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921157423607636,,,,,Victoria.Department of Crown Lands and Survey.,"At Eaglehawke, Parish of Sandhurst",,1976.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921157433607636,,,,,Victoria.Department of Crown Lands and Survey.,"At Eaglehawke, Parish of Sandhurst",,1976.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921157443607636,,,,,Victoria.Department of Crown Lands and Survey.,"At Eaglehawke, Sheet 5, Parish of Sandhurst, Schedule of allotments",,1976.,,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9921157453607636,,,,,Victoria.Department of Crown Lands and Survey.,"At Eaglehawke, Sheet 6, Parish of Sandhurst, Schedule of allotments",,1976.,,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9921157463607636,,,,,Victoria.Department of Crown Lands and Survey.,"At Elsternwicvk, Parish of Prahran and Parish of Prahran, east of Elsternwick",,1966?.,,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9921157473607636,,,,,Victoria.Department of Crown Lands and Survey.,"Chatfield's Estate, Parish of Avon West, County of Borung",,1922.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921157483607636,,,,,Victoria.Department of Crown Lands and Survey.,"Cloven Hills Estate, Parish of Pircharra, County of Hampden",,1954.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921157493607636,,,,,Victoria.Department of Crown Lands and Survey.,"Coomete Estate, aprish of Quamnete, County of Villiers",,1950?.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921157503607636,,,,,Victoria.Department of Crown Lands and Survey.,"Country lands, Tambo Parish, Gipps-Land",,[19--?].,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921157513607636,,,,,Victoria.Department of Crown Lands and Survey.,"Country lands, Parish of Tambo, North Gipps Land",,[19--?].,,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9921157523607636,,,,,Victoria.Department of Crown Lands and Survey.,"Dandenong Ranges Area, Sheet 15, parts of parishes of Monbulk, Mooroolbark, and Scoresby",,[19--?].,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921157533607636,,,,,Victoria.Department of Crown Lands and Survey.,"Department of Crown Lands and Survey, plan of standard tranverse Township and Parish of Shepparton, County of Moira",,1955.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921157543607636,,,,,Victoria.Department of Crown Lands and Survey.,"Edeyrn Estate, Parish of Pompapiel, County of Bendigo",,1925.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921157553607636,,,,,Victoria.Department of Crown Lands and Survey.,"Elwood Subdivision, City of ST. Kilda, Parish of Prahran, County of Bourke",,1927.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921157563607636,,,,,Victoria.Department of Crown Lands and Survey.,"Elwood, City of St. Kilda, Parish of Prahran, County of Bourke",,[19--?].,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921157573607636,,,,,Victoria.Department of Crown Lands and Survey.,"Farrer's Estate, Parish of Pirron Yaloak, County OF Polwarth ",,1921.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921157583607636,,,,,Victoria.Department of Crown Lands and Survey.,"Gerrigerrup Estate, Parish of Tallangork, County of Villiers",,[195-?].,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921157593607636,,,,,Victoria.Department of Crown Lands and Survey.,"Gnarpurt Estate, Parish of Struan, County of Hampden",,1950?.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921157603607636,,,,,Victoria.Department of Crown Lands and Survey.,"Henty's Estate, Parish of Snadford, Caounty of Normanby",,[19--?].,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921157613607636,,,,,Victoria.Department of Crown Lands and Survey.,"Kamarooka Estate, parishes of Pannoomilloo, Milloo, Kamarooka and Warragamba, County fo Bendigo",,1954.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921157623607636,,,,,Victoria.Department of Crown Lands and Survey.,"Key Plan, Sandhurst , County of Bendigo",,1970.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921157633607636,,,,,Victoria.Department of Crown Lands and Survey.,"Kilmarnock Estate, Parish of Pelluebla, County of Moira",,1920.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921157643607636,,,,,Victoria.Department of Crown Lands and Survey.,"Leslie Manor Estate, parishes of Corangmite and Taaraak, County of Hampden",,1925.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921157653607636,,,,,Victoria.Department of Crown Lands and Survey.,"Maroko Estate, Parish of Pircarra, County of Hampden",,1953.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921157663607636,,,,,Victoria.Department of Crown Lands and Survey.,"Mount Camel Estate, Parishes of Recastle, Dargile and Knowsley East, County of Rodney",,1922.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921157673607636,,,,,Victoria.Department of Crown Lands and Survey.,"Nurnah Palns Estate, subdivision No.1, parishes of Poorneet, Wingeel, County of Grenville",,1950.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921157683607636,,,,,Victoria.Department of Crown Lands and Survey.,"Nurrabiel, County of Lowan",,1965.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921157693607636,,,,,Victoria.Department of Crown Lands and Survey.,"Nurrabiel, Sheet 2",,1965.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921157703607636,,,,,Victoria.Department of Crown Lands and Survey.,"Nyallo, County of Karkarooc",,1928.,,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9921157713607636,,,,,Victoria.Department of Crown Lands and Survey.,"Nyang, County of Weeah",,1921.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
9921157723607636,,,,,Victoria.Department of Crown Lands and Survey.,"Nypo, County of Karkarooc",,1954.,,Aperture card.[1985-2005?].1 aperture card ; 9 x 19 cm.,
9921157733607636,,,,,Victoria.Department of Crown Lands and Survey.,"Nyrraby, County of Tatchera",,1916.,,Aperture card. [1985-2005?]. 1 aperture card ; 9 x 19 cm.,
